pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,st_spectype,pl_period,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec,sy_dist
Kepler-351 b,Kepler-351,1,3,Transit,2014,Kepler,,37.0548569,0.2112,2.8,0,14.42,497,5642,0.84,0.91,286.4527949,42.6577891,1083.91
Kepler-351 c,Kepler-351,1,3,Transit,2014,Kepler,,57.2486691,0.2822,3.19,0,8.08,430,5642,0.84,0.91,286.4527949,42.6577891,1083.91
Kepler-352 b,Kepler-352,1,3,Transit,2014,Kepler,,10.05545337,0.0856,0.89,0,51.99,685,5238,0.75,0.84,299.8966237,46.0519022,252.733
Kepler-352 c,Kepler-352,1,3,Transit,2014,Kepler,,16.33269918,0.11815,1.28,0,27.22,583,5238,0.75,0.84,299.8966237,46.0519022,252.733
Kepler-353 b,Kepler-353,2,2,Transit,2014,Kepler,,5.7952971,0.0515,1.08,0,21.55,549,3903,0.54,0.55,296.8565596,41.7580749,384.694
Kepler-353 c,Kepler-353,2,2,Transit,2014,Kepler,,8.41100287,0.066,1.76,0,13.105,485,3906,0.55,0.565,296.8565596,41.7580749,384.694
Kepler-354 b,Kepler-354,1,3,Transit,2014,Kepler,,5.47665368,0.0542,1.99,0,71,740,4648,0.71,0.7,285.7515347,41.3356739,554.064
Kepler-354 c,Kepler-354,1,3,Transit,2014,Kepler,,16.9347748,0.115,1.31,0,15.77,508,4648,0.71,0.7,285.7515347,41.3356739,554.064
Kepler-354 d,Kepler-354,1,3,Transit,2014,Kepler,,24.2102171,0.1459,1.465,0,9.8,451,4648,0.71,0.7,285.7515347,41.3356739,554.064
Kepler-355 b,Kepler-355,1,2,Transit,2014,Kepler,,11.0317307,0.1003,1.5,0,140.18,878,5876,1.055,1.065,285.7994917,42.8117427,1432.17
Kepler-355 c,Kepler-355,1,2,Transit,2014,Kepler,,25.76254381,0.1765,2.825,0,45.27,662,5823,1.07,1.04,285.7994917,42.8117427,1432.17
Kepler-356 b,Kepler-356,1,2,Transit,2014,Kepler,,4.61268045,0.05575,1.495,0,501.53,1207,6129,1.28,1.11,292.4210998,37.6827919,707.559
Kepler-356 c,Kepler-356,1,2,Transit,2014,Kepler,,13.12162684,0.11195,1.76,0,124.49,852,6129,1.28,1.11,292.4210998,37.6827919,707.559
Kepler-357 b,Kepler-357,1,3,Transit,2014,Kepler,,6.47538919,0.0626,1.87,0,98.78,804,5003.5,0.795,0.785,291.2429746,44.0086337,688.573
Kepler-357 c,Kepler-357,1,3,Transit,2014,Kepler,,16.85827722,0.1185,2.5,0,27.57,584,4978,0.77,0.79,291.2429746,44.0086337,688.573
Kepler-357 d,Kepler-357,1,3,Transit,2014,Kepler,,49.5004952,0.2429,3.285,0,6.56,408,5003.5,0.795,0.785,291.2429746,44.0086337,688.573
Kepler-358 b,Kepler-358,1,2,Transit,2014,Kepler,,34.0607631,0.2079,2.91,0,22.32,554,5908,0.94,1,293.2302333,48.2813901,1101.1
Kepler-358 c,Kepler-358,1,2,Transit,2014,Kepler,,83.4886218,0.3779,3.115,0,6.76,411,5908,0.94,1,293.2302333,48.2813901,1101.1
Kepler-359 b,Kepler-359,1,3,Transit,2014,Kepler,,25.5638576,0.1753,3.83,0,46.22,665,6150,1.03,1.09,293.2936129,42.1963497,1443.21
Kepler-359 c,Kepler-359,1,3,Transit,2014,Kepler,,57.68983612,0.3015,5.145,0,15.62,507,6150,1.03,1.09,293.2936129,42.1963497,1443.21
Kepler-359 d,Kepler-359,1,3,Transit,2014,Kepler,,77.085964,0.3658,30.34,0,10.61,460,6210,1.03,1.09,293.2936129,42.1963497,1443.21
Kepler-360 b,Kepler-360,1,2,Transit,2014,Kepler,,3.28972217,0.0436,1.62,0,667.45,1296,5834,0.975,1.005,286.2847077,44.7815817,876.044
Kepler-360 c,Kepler-360,1,2,Transit,2014,Kepler,,7.1864526,0.0735,2.11,0,234.86,998,5631,0.92,0.99,286.2847077,44.7815817,876.044
Kepler-361 b,Kepler-361,1,2,Transit,2014,Kepler,,8.48653576,0.0833,1.34,0,285.35,1048,6203.43,1.305,1.125,296.8034146,46.7411011,930.32
Kepler-361 c,Kepler-361,1,2,Transit,2014,Kepler,,55.1866695,0.2911,2.41,0,23.5,561,6206.715,1.27,1.11,296.8034146,46.7411011,930.32
Kepler-362 b,Kepler-362,1,2,Transit,2014,Kepler,,10.32737184,0.0864,0.88,0,70.33,739,5757,0.83,0.86,291.771603,47.5299192,1090.51
Kepler-362 c,Kepler-362,1,2,Transit,2014,Kepler,,37.8658973,0.2062,1.715,0,12.44,479,5757,0.89,1,291.771603,47.5299192,1090.51
Kepler-363 b,Kepler-363,1,3,Transit,2014,Kepler,,3.614609,0.0494,1.4665,0,1774.42,1655,5664.5,1.66,1.135,283.1920779,41.3054172,762.596
Kepler-363 c,Kepler-363,1,3,Transit,2014,Kepler,,7.542348715,0.08065,2.35,0,663.99,1295,5664.5,1.66,1.17,283.1920779,41.3054172,762.596
Kepler-363 d,Kepler-363,1,3,Transit,2014,Kepler,,11.9320869,0.1095,2.3705,0,360.83,1112,5648,1.66,1.135,283.1920779,41.3054172,762.596
Kepler-364 b,Kepler-364,1,2,Transit,2014,Kepler,,25.7457743,0.1812,1.5,0,66.29,728,6199.63,1.3,1.19,281.5699998,47.3986233,891.462
Kepler-364 c,Kepler-364,1,2,Transit,2014,Kepler,,59.9810227,0.3185,2.175,0,21.46,549,6199.63,1.3,1.19,281.5699998,47.3986233,891.462
Kepler-365 b,Kepler-365,1,2,Transit,2014,Kepler,,10.66488249,0.0961,1.83,0,134.22,868,5995.5,1.03,1.03,295.626564,49.130411,1038.99
Kepler-365 c,Kepler-365,1,2,Transit,2014,Kepler,,17.7835598,0.1351,1.63,0,67.91,732,6011,1.03,1.03,295.626564,49.130411,1038.99
Kepler-366 b,Kepler-366,1,2,Transit,2014,Kepler,,3.28192091,0.0446,1.48,0,714.01,1318,6097.5,1.08,1.09,296.8520316,49.0844359,1856.28
Kepler-366 c,Kepler-366,1,2,Transit,2014,Kepler,,12.51617082,0.1089,1.79,0,119.76,844,6007,1.11,1.09,296.8520316,49.0844359,1856.28
Kepler-367 b,Kepler-367,1,2,Transit,2014,Kepler,,37.8156219,0.2014,1.1725,0,5.66,393,4799.55,0.71,0.78,297.292558,49.9817499,188.027
Kepler-367 c,Kepler-367,1,2,Transit,2014,Kepler,,53.57819369,0.2541,1.28,0,3.55,350,4799.55,0.71,0.78,297.292558,49.9817499,188.027
Kepler-368 b,Kepler-368,1,2,Transit,2014,Kepler,,26.8476325,0.1674,1.765,0,17.69,523,5501,1.99,0.94,291.880018,45.3878419,770.978
Kepler-368 c,Kepler-368,1,2,Transit,2014,Kepler,,72.381301,0.3115,2.65,0,4.71,376,5501,1.99,0.94,291.880018,45.3878419,770.978
Kepler-37 e,Kepler-37,1,4,Transit Timing Variations,2014,Kepler,,51.20690303,0.246,0.37,0,,401,5391,0.79,0.94,284.0592503,44.5183733,63.9207
Kepler-370 b,Kepler-370,1,2,Transit,2014,Kepler,,4.57950946,0.0534,1.325,0,279.82,1043,5769,0.925,0.975,292.1710683,40.9162381,1167.94
Kepler-370 c,Kepler-370,1,2,Transit,2014,Kepler,,19.023152,0.1381,1.91,0,41.84,649,5702,0.95,0.98,292.1710683,40.9162381,1167.94
Kepler-371 b,Kepler-371,1,2,Transit,2014,Kepler,,34.76300081,0.2085,1.755,0,23.26,560,5794.01,0.95,1,292.3264835,38.6575441,813.192
Kepler-371 c,Kepler-371,1,2,Transit,2014,Kepler,,67.9686793,0.326,1.54,0,9.51,448,5794.01,0.95,1,292.3264835,38.6575441,813.192
